Protein1	Protein2	Percent_Identity
WP_264958112.1	WP_334671693.1	95.294
WP_309243168.1	WP_427382439.1	98.582
WP_032984061.1	WP_427382439.1	98.387
WP_325794908.1	WP_427382439.1	97.581
WP_345769466.1	WP_427382439.1	97.581
WP_096855504.1	WP_427382439.1	97.581
WP_352487350.1	WP_427382439.1	97.581
WP_105291726.1	WP_427382439.1	95.935
WP_211743963.1	WP_313752514.1	98.956
WP_097573887.1	WP_313752514.1	98.695
WP_080218258.1	WP_313752514.1	98.433
WP_130097548.1	WP_313752514.1	98.433
WP_313752514.1	WP_367633214.1	95.561
WP_077019770.1	WP_174956898.1	99.462
WP_077019770.1	WP_105770943.1	98.925
WP_140400882.1	WP_207738669.1	100.0
WP_003123050.1	WP_003141121.1	98.969
WP_003123050.1	WP_020750424.1	96.907
WP_086008657.1	WP_121202198.1	98.966
WP_011269850.1	WP_274514648.1	95.949
WP_004152292.1	WP_266097627.1	100.0
WP_124038216.1	WP_266097627.1	99.338
WP_013023768.1	WP_266097627.1	98.675
WP_015344938.1	WP_266097627.1	98.675
WP_004200825.1	WP_266097627.1	98.675
WP_004152386.1	WP_266097627.1	98.675
WP_235296452.1	WP_266097627.1	98.675
WP_266097627.1	WP_407257447.1	98.013
WP_182158421.1	WP_266097627.1	98.013
WP_023317514.1	WP_266097627.1	98.013
WP_235123382.1	WP_266097627.1	96.689
WP_262390845.1	WP_266097627.1	96.622
WP_023307528.1	WP_266097627.1	95.364
WP_061250477.1	WP_282966109.1	97.104
WP_049204456.1	WP_319869697.1	99.587
WP_015376439.1	WP_049204456.1	99.587
WP_033648644.1	WP_049204456.1	99.174
WP_226229470.1	WP_321951620.1	98.758
WP_020904094.1	WP_110177003.1	99.734
WP_020904094.1	WP_394293821.1	95.745
WP_020904094.1	WP_182956102.1	95.794
WP_020904094.1	WP_080773715.1	99.495
WP_020904094.1	WP_052484241.1	100.0
WP_074453295.1	WP_077491247.1	99.836
WP_041590833.1	WP_074453295.1	99.836
WP_074453295.1	WP_314110086.1	98.691
WP_061868251.1	WP_074453295.1	98.363
WP_009043910.1	WP_313739296.1	95.396
WP_003335626.1	WP_239209570.1	97.647
WP_034866410.1	WP_407476499.1	98.438
WP_093209957.1	WP_133156755.1	96.589
WP_082604291.1	WP_093209957.1	95.504
WP_047218796.1	WP_093209957.1	95.814
WP_102494823.1	WP_137003368.1	99.701
WP_418605757.1	WP_418793828.1	100.0
WP_249721212.1	WP_346394248.1	99.679
WP_055008708.1	WP_346394248.1	99.199
WP_087451024.1	WP_108716776.1	99.732
WP_085950818.1	WP_108716776.1	99.464
WP_294461267.1	WP_302702815.1	99.617
WP_032933012.1	WP_140660714.1	97.4
WP_027062878.1	WP_140660714.1	96.927
WP_027033475.1	WP_140660714.1	96.927
WP_063170038.1	WP_140660714.1	95.272
WP_080314647.1	WP_308063285.1	99.741
WP_154902328.1	WP_308063285.1	99.482
WP_131096075.1	WP_308063285.1	99.482
WP_087728439.1	WP_308063285.1	99.482
WP_308063285.1	WP_320728654.1	99.223
WP_110191954.1	WP_308063285.1	96.623
WP_117115354.1	WP_308063285.1	96.364
WP_228932421.1	WP_308063285.1	96.104
WP_193863123.1	WP_308063285.1	95.844
WP_285160118.1	WP_308063285.1	95.844
WP_149377099.1	WP_308063285.1	95.584
WP_079927709.1	WP_308063285.1	95.844
WP_088717867.1	WP_308063285.1	96.57
WP_130993823.1	WP_308063285.1	97.419
WP_251854117.1	WP_308063285.1	98.007
WP_133447470.1	WP_143243501.1	100.0
WP_143243501.1	WP_148792969.1	100.0
WP_057692513.1	WP_143243501.1	100.0
WP_057691087.1	WP_143243501.1	100.0
WP_068920957.1	WP_143243501.1	100.0
WP_143243501.1	WP_306220003.1	100.0
WP_057694244.1	WP_143243501.1	100.0
WP_078208045.1	WP_143243501.1	100.0
WP_143243501.1	WP_198131398.1	100.0
WP_099769520.1	WP_143243501.1	100.0
WP_057690140.1	WP_143243501.1	100.0
WP_057066348.1	WP_143243501.1	100.0
WP_099755447.1	WP_143243501.1	100.0
WP_002108265.1	WP_143243501.1	100.0
WP_057061105.1	WP_143243501.1	100.0
WP_143243501.1	WP_272342476.1	100.0
WP_143243501.1	WP_272401256.1	100.0
WP_143243501.1	WP_171251031.1	100.0
WP_143243501.1	WP_198073723.1	99.615
WP_143243501.1	WP_198064314.1	99.615
WP_143243501.1	WP_198080947.1	100.0
WP_130111491.1	WP_143243501.1	100.0
WP_143243501.1	WP_265091382.1	99.582
WP_071543116.1	WP_143243501.1	99.438
WP_143243501.1	WP_260797522.1	98.333
WP_143243501.1	WP_279369674.1	100.0
WP_143243501.1	WP_228138089.1	100.0
WP_143243501.1	WP_252322637.1	100.0
WP_143243501.1	WP_260797521.1	100.0
WP_143243501.1	WP_228138786.1	100.0
WP_143243501.1	WP_264753085.1	100.0
WP_023280423.1	WP_201991209.1	99.756
WP_201991209.1	WP_241506329.1	99.511
WP_135726249.1	WP_201991209.1	99.511
WP_201991209.1	WP_219154290.1	99.511
WP_201991209.1	WP_223332461.1	99.719
WP_201991209.1	WP_223176971.1	99.485
WP_201991209.1	WP_429913206.1	98.969
WP_201991209.1	WP_227532920.1	98.684
WP_201991209.1	WP_239059174.1	98.148
WP_198886721.1	WP_259386862.1	98.387
WP_005301581.1	WP_010674549.1	97.331
WP_041590833.1	WP_077491247.1	99.673
WP_041590833.1	WP_314110086.1	98.854
WP_041590833.1	WP_061868251.1	98.527
WP_105119219.1	WP_105179885.1	97.674
WP_029171416.1	WP_105179885.1	96.875
WP_074391577.1	WP_105179885.1	95.349
WP_122754743.1	WP_166596177.1	99.72
WP_166596177.1	WP_311971412.1	99.161
WP_261973804.1	WP_373941033.1	99.659
WP_120151022.1	WP_306124956.1	99.282
WP_120151022.1	WP_325984450.1	100.0
WP_120151022.1	WP_307379344.1	99.265
WP_223928554.1	WP_223929567.1	99.831
WP_368170784.1	WP_408842439.1	97.707
WP_317841984.1	WP_368170784.1	95.591
WP_291463046.1	WP_297909871.1	98.969
WP_248991900.1	WP_261762451.1	98.361
WP_342356984.1	WP_354087051.1	99.099
WP_250903385.1	WP_258365851.1	96.85
WP_131722413.1	WP_165704414.1	96.623
WP_032453056.1	WP_265897414.1	97.995
WP_048978578.1	WP_265897414.1	97.744
WP_130993825.1	WP_265897414.1	97.494
WP_180076722.1	WP_180134751.1	96.413
WP_108517019.1	WP_291614800.1	99.213
WP_108517019.1	WP_197952723.1	98.268
WP_027033475.1	WP_027062878.1	98.582
WP_027062878.1	WP_032933012.1	96.69
WP_027062878.1	WP_063170038.1	95.272
WP_336579054.1	WP_408776256.1	95.918
WP_053313658.1	WP_155396156.1	98.529
WP_111389517.1	WP_255746067.1	99.431
WP_111326434.1	WP_255746067.1	98.943
WP_255746067.1	WP_295668070.1	98.482
WP_071720832.1	WP_263703492.1	97.196
WP_032952914.1	WP_172685081.1	100.0
WP_143487495.1	WP_170869072.1	95.842
WP_176042947.1	WP_241302715.1	95.161
WP_062093392.1	WP_137803608.1	99.853
WP_198886720.1	WP_259386863.1	98.503
WP_232949020.1	WP_259386863.1	98.204
WP_045260805.1	WP_259386863.1	97.904
WP_032812126.1	WP_315870401.1	96.915
WP_167482602.1	WP_315870401.1	96.401
WP_261973807.1	WP_373941043.1	100.0
WP_308520098.1	WP_314986466.1	95.918
WP_087280460.1	WP_346697099.1	99.748
WP_087280460.1	WP_195343238.1	96.725
WP_025277916.1	WP_087280460.1	96.183
WP_000566930.1	WP_342040237.1	100.0
WP_280043492.1	WP_342040237.1	100.0
WP_289685381.1	WP_342040237.1	98.71
WP_289687049.1	WP_342040237.1	97.419
WP_289679102.1	WP_342040237.1	100.0
WP_147401580.1	WP_342040237.1	100.0
WP_289679236.1	WP_342040237.1	100.0
WP_198065216.1	WP_342040237.1	100.0
WP_289678421.1	WP_342040237.1	100.0
WP_162894284.1	WP_342040237.1	100.0
WP_342040237.1	WP_420923884.1	100.0
WP_197832536.1	WP_260514448.1	99.49
WP_076301650.1	WP_341087049.1	100.0
WP_131096124.1	WP_159236087.1	99.138
WP_131096124.1	WP_241174700.1	97.414
WP_131096124.1	WP_214599082.1	96.552
WP_107006175.1	WP_345880452.1	99.914
WP_107006175.1	WP_345888777.1	99.741
WP_088492419.1	WP_099809510.1	99.871
WP_021677045.1	WP_088492419.1	98.711
WP_013815599.1	WP_088492419.1	98.582
WP_237500951.1	WP_389462996.1	97.799
WP_133447470.1	WP_306220003.1	100.0
WP_057691087.1	WP_306220003.1	100.0
WP_148792969.1	WP_306220003.1	100.0
WP_057692513.1	WP_306220003.1	100.0
WP_078208045.1	WP_306220003.1	100.0
WP_057066348.1	WP_306220003.1	100.0
WP_068920957.1	WP_306220003.1	100.0
WP_057694244.1	WP_306220003.1	100.0
WP_099755447.1	WP_306220003.1	100.0
WP_198131398.1	WP_306220003.1	100.0
WP_099769520.1	WP_306220003.1	100.0
WP_002108265.1	WP_306220003.1	100.0
WP_057690140.1	WP_306220003.1	100.0
WP_057061105.1	WP_306220003.1	100.0
WP_198073723.1	WP_306220003.1	99.645
WP_198064314.1	WP_306220003.1	99.645
WP_272401256.1	WP_306220003.1	100.0
WP_171251031.1	WP_306220003.1	100.0
WP_272342476.1	WP_306220003.1	100.0
WP_198080947.1	WP_306220003.1	100.0
WP_130111491.1	WP_306220003.1	100.0
WP_265091382.1	WP_306220003.1	99.582
WP_071543116.1	WP_306220003.1	99.5
WP_260797522.1	WP_306220003.1	98.515
WP_279369674.1	WP_306220003.1	100.0
WP_228138089.1	WP_306220003.1	100.0
WP_252322637.1	WP_306220003.1	100.0
WP_260797521.1	WP_306220003.1	100.0
WP_228138786.1	WP_306220003.1	100.0
WP_264753085.1	WP_306220003.1	100.0
WP_147443477.1	WP_267559718.1	95.8
WP_175657869.1	WP_321891111.1	95.765
WP_006873048.1	WP_278942986.1	98.98
WP_006873048.1	WP_195463996.1	97.959
WP_227266526.1	WP_264481172.1	99.639
WP_086507580.1	WP_227266526.1	99.639
WP_079534417.1	WP_227266526.1	98.556
WP_227266526.1	WP_241532941.1	100.0
WP_039146639.1	WP_407193770.1	96.85
WP_023309073.1	WP_045260923.1	97.114
WP_157737185.1	WP_408824982.1	98.592
WP_000793838.1	WP_159154696.1	99.689
WP_159154696.1	WP_280043482.1	98.447
WP_110981876.1	WP_159154696.1	97.826
WP_005342951.1	WP_221365903.1	96.414
WP_013213996.1	WP_267459592.1	100.0
WP_267459592.1	WP_353493196.1	99.408
WP_227637288.1	WP_267459592.1	99.408
WP_038806863.1	WP_267459592.1	99.408
WP_267459592.1	WP_369068090.1	98.225
WP_024438726.1	WP_240282999.1	98.936
WP_048953247.1	WP_140527929.1	99.672
WP_048953247.1	WP_065236504.1	95.574
WP_028626025.1	WP_373271168.1	100.0
WP_221960834.1	WP_222023727.1	99.844
WP_221960834.1	WP_313606792.1	99.061
WP_052484241.1	WP_110177003.1	100.0
WP_052484241.1	WP_182956102.1	96.774
WP_052484241.1	WP_394293821.1	96.774
WP_004329747.1	WP_278663437.1	99.429
WP_004329747.1	WP_410063990.1	99.429
WP_004329747.1	WP_278480975.1	97.143
WP_004329747.1	WP_302281360.1	96.571
WP_121373434.1	WP_128677674.1	96.479
WP_128677674.1	WP_208217651.1	96.479
WP_029528609.1	WP_134312118.1	99.638
WP_134312118.1	WP_211850452.1	99.609
WP_134312118.1	WP_180719201.1	99.329
WP_206241655.1	WP_278394129.1	96.875
WP_132740962.1	WP_278394129.1	96.867
WP_198886715.1	WP_259386866.1	99.107
WP_198886715.1	WP_323307445.1	96.085
WP_198886715.1	WP_264881900.1	96.774
WP_136484642.1	WP_198886715.1	95.374
WP_198886715.1	WP_420299080.1	95.374
WP_198886715.1	WP_395278109.1	95.536
WP_242792323.1	WP_265627745.1	97.541
WP_105596988.1	WP_161593545.1	98.947
WP_085391806.1	WP_105596988.1	96.842
WP_075184228.1	WP_105596988.1	96.842
WP_050880631.1	WP_229768809.1	98.034
WP_162733198.1	WP_205939662.1	99.902
WP_021539890.1	WP_162733198.1	96.863
WP_162733198.1	WP_311095088.1	96.667
WP_137230135.1	WP_162733198.1	96.569
WP_065186903.1	WP_162733198.1	96.471
WP_045616269.1	WP_162733198.1	96.373
WP_162733198.1	WP_275257223.1	96.373
WP_162733198.1	WP_241701853.1	96.275
WP_106485366.1	WP_162733198.1	96.275
WP_162733198.1	WP_353418394.1	96.176
WP_162733198.1	WP_213059509.1	96.071
WP_057280814.1	WP_227204393.1	99.16
WP_124076884.1	WP_155419896.1	99.741
WP_285160114.1	WP_370611813.1	99.167
WP_025760250.1	WP_285160114.1	97.5
WP_133816107.1	WP_285160114.1	95.833
WP_311124534.1	WP_407257445.1	98.726
WP_253136344.1	WP_407257445.1	98.726
WP_138922335.1	WP_407257445.1	98.726
WP_010257690.1	WP_033778631.1	98.969
WP_177062219.1	WP_177065193.1	98.958
WP_126329487.1	WP_149323912.1	100.0
WP_149323912.1	WP_200083951.1	99.631
WP_044350586.1	WP_149323912.1	97.048
WP_149323912.1	WP_407798409.1	96.371
WP_216112353.1	WP_216173995.1	96.729
WP_196897917.1	WP_333973293.1	97.368
WP_144081405.1	WP_403683547.1	96.607
WP_011016188.1	WP_294728248.1	96.46
WP_005909888.1	WP_011016188.1	96.46
WP_011016188.1	WP_029492854.1	95.435
WP_011016188.1	WP_270465819.1	95.217
WP_144113005.1	WP_408246470.1	99.696
WP_025651661.1	WP_201565795.1	99.693
WP_121373428.1	WP_349756152.1	99.638
WP_121373428.1	WP_241294953.1	95.118
WP_406746826.1	WP_407269375.1	99.576
WP_406743003.1	WP_406746826.1	99.576
WP_096063029.1	WP_349636190.1	99.359
WP_038982932.1	WP_368282999.1	99.659
WP_165476241.1	WP_368282999.1	99.147
WP_177952598.1	WP_368282999.1	99.147
WP_159235869.1	WP_368282999.1	98.976
WP_193149587.1	WP_368282999.1	99.747
WP_193149586.1	WP_368282999.1	98.429
WP_227516909.1	WP_228681264.1	98.895
WP_228681264.1	WP_284118931.1	99.705
WP_071210490.1	WP_228681264.1	98.82
WP_079982177.1	WP_095427764.1	99.213
WP_021499436.1	WP_079982177.1	97.9
WP_079982177.1	WP_194207679.1	95.801
WP_079982177.1	WP_137561112.1	96.386
WP_079982177.1	WP_114049383.1	98.137
WP_198108042.1	WP_231127758.1	96.581
WP_307362848.1	WP_307494299.1	99.597
WP_013087269.1	WP_181216581.1	98.758
WP_049198709.1	WP_049220323.1	99.718
WP_000655241.1	WP_000655245.1	98.333
WP_024742385.1	WP_406746985.1	99.371
WP_020977746.1	WP_194624957.1	99.839
WP_053481460.1	WP_057006708.1	99.648
WP_057006708.1	WP_057414269.1	97.183
WP_392628481.1	WP_398635910.1	99.02
WP_328775499.1	WP_381151545.1	99.706
WP_381151545.1	WP_399796550.1	99.412
WP_322871263.1	WP_381151545.1	99.706
WP_209521977.1	WP_381151545.1	99.118
WP_381151545.1	WP_390546903.1	99.412
WP_381151545.1	WP_392245564.1	99.412
WP_381151545.1	WP_390412960.1	99.118
WP_381151545.1	WP_397716777.1	98.824
WP_381151545.1	WP_392941092.1	97.941
WP_302186192.1	WP_381151545.1	97.812
WP_355796519.1	WP_381151545.1	96.875
WP_381151545.1	WP_390426452.1	95.312
WP_016771173.1	WP_282390686.1	98.78
WP_198580763.1	WP_214250355.1	99.167
WP_008983428.1	WP_147905561.1	98.691
WP_131148588.1	WP_229427477.1	99.692
WP_086032827.1	WP_216813336.1	100.0
WP_164783844.1	WP_216813336.1	100.0
WP_084929335.1	WP_216813336.1	100.0
WP_086032546.1	WP_216813336.1	100.0
WP_086037218.1	WP_216813336.1	100.0
WP_086095301.1	WP_216813336.1	100.0
WP_142278624.1	WP_216813336.1	100.0
WP_216813336.1	WP_229957229.1	100.0
WP_111151668.1	WP_216813336.1	100.0
WP_094611151.1	WP_216813336.1	100.0
WP_216712417.1	WP_216813336.1	100.0
WP_031879716.1	WP_216813336.1	99.296
WP_000812689.1	WP_216813336.1	100.0
WP_216813336.1	WP_281263639.1	98.592
WP_216813336.1	WP_422663589.1	100.0
WP_112843109.1	WP_206092302.1	99.275
WP_112843109.1	WP_184865667.1	100.0
WP_122390078.1	WP_223886646.1	100.0
WP_103289715.1	WP_223886646.1	97.033
WP_201018178.1	WP_223886646.1	97.033
WP_175653964.1	WP_223886646.1	96.736
WP_103764486.1	WP_146050076.1	100.0
WP_140097105.1	WP_347880163.1	98.858
WP_020904090.1	WP_140097105.1	98.387
WP_149377101.1	WP_346589522.1	99.52
WP_311382176.1	WP_346589522.1	99.041
WP_214599073.1	WP_346589522.1	97.602
WP_001102877.1	WP_021554498.1	98.558
WP_001102877.1	WP_316084133.1	98.077
WP_131706133.1	WP_245503719.1	100.0
WP_131706133.1	WP_246647354.1	98.837
WP_174561797.1	WP_210472969.1	99.485
WP_174561797.1	WP_196317507.1	99.485
WP_174561797.1	WP_201282763.1	100.0
WP_174561797.1	WP_308378298.1	98.969
WP_174561797.1	WP_348636537.1	99.485
WP_174561797.1	WP_410028803.1	99.485
WP_157845837.1	WP_174561797.1	99.485
WP_174561797.1	WP_319839101.1	99.485
WP_014343474.1	WP_174561797.1	99.485
WP_074160419.1	WP_174561797.1	99.485
WP_174561797.1	WP_330190108.1	99.485
WP_174561797.1	WP_355493117.1	98.969
WP_174561797.1	WP_407205213.1	98.969
WP_174561797.1	WP_214593189.1	96.907
WP_174561797.1	WP_210531048.1	100.0
WP_174561797.1	WP_224267728.1	100.0
WP_174561797.1	WP_226659826.1	100.0
WP_174561797.1	WP_264928071.1	100.0
WP_172488753.1	WP_174561797.1	100.0
WP_174561797.1	WP_180354942.1	100.0
WP_174561797.1	WP_183129369.1	100.0
WP_174561797.1	WP_238142485.1	100.0
WP_174561797.1	WP_218452272.1	100.0
WP_175531751.1	WP_237918921.1	96.417
WP_131646258.1	WP_392714420.1	95.026
WP_001663263.1	WP_073418927.1	99.639
WP_073418927.1	WP_276209937.1	99.639
WP_073418927.1	WP_103153642.1	99.639
WP_073418927.1	WP_190282553.1	99.639
WP_000130134.1	WP_073418927.1	98.375
WP_320395763.1	WP_330212564.1	100.0
WP_162184604.1	WP_163004798.1	99.461
WP_162096445.1	WP_162184604.1	97.305
WP_020795592.1	WP_162184604.1	97.035
WP_161799191.1	WP_162184604.1	96.765
WP_024723247.1	WP_154250913.1	99.649
WP_000085987.1	WP_272835195.1	99.744
WP_316948685.1	WP_349526225.1	98.376
WP_232556289.1	WP_349526225.1	98.376
WP_284554105.1	WP_349526225.1	96.932
WP_349526225.1	WP_367153883.1	96.836
WP_219280009.1	WP_222847776.1	98.072
WP_109038003.1	WP_222847776.1	98.072
WP_117059664.1	WP_222847776.1	98.072
WP_222847776.1	WP_407199704.1	98.072
WP_222847776.1	WP_306589150.1	98.072
WP_071887592.1	WP_222847776.1	97.796
WP_222847776.1	WP_251889879.1	97.796
WP_096855503.1	WP_222847776.1	97.796
WP_222847776.1	WP_340580724.1	98.072
WP_222847776.1	WP_252055773.1	97.521
WP_007666379.1	WP_222847776.1	97.796
WP_108454226.1	WP_222847776.1	96.694
WP_109242916.1	WP_222847776.1	97.465
WP_222847776.1	WP_263755443.1	97.452
WP_222847776.1	WP_227502667.1	96.939
WP_204098262.1	WP_222847776.1	97.98
WP_097653086.1	WP_185321093.1	99.574
WP_097653086.1	WP_311177628.1	97.447
WP_072523153.1	WP_227196459.1	97.273
WP_098713425.1	WP_224992126.1	95.619
WP_337517060.1	WP_337788230.1	96.644
WP_196005304.1	WP_337788230.1	96.309
WP_337788230.1	WP_368335846.1	95.973
WP_074453291.1	WP_337788230.1	95.302
WP_085956071.1	WP_130960768.1	100.0
WP_117039132.1	WP_130960768.1	100.0
WP_104456885.1	WP_130960768.1	100.0
WP_130960768.1	WP_148673124.1	100.0
WP_130960768.1	WP_368294979.1	100.0
WP_088295922.1	WP_130960768.1	100.0
WP_004584220.1	WP_021679507.1	98.837
WP_021679507.1	WP_211599732.1	98.45
WP_157377904.1	WP_157649789.1	99.846
WP_157377904.1	WP_157382008.1	100.0
WP_157377904.1	WP_175831358.1	96.0
WP_157377904.1	WP_228905261.1	96.154
WP_079378922.1	WP_318156218.1	99.691
WP_018678746.1	WP_318156218.1	97.84
WP_300448595.1	WP_304642924.1	99.407
WP_207245687.1	WP_221107341.1	98.171
WP_211743967.1	WP_264968270.1	95.385
WP_192230130.1	WP_282384008.1	99.421
WP_145015111.1	WP_192230130.1	97.395
WP_153389545.1	WP_192230130.1	96.093
WP_076538361.1	WP_263141033.1	96.834
WP_082139528.1	WP_301843088.1	98.011
WP_174956902.1	WP_301843088.1	97.443
WP_077182390.1	WP_301843088.1	97.443
WP_105770940.1	WP_301843088.1	96.875
WP_241302712.1	WP_301843088.1	96.591
WP_175795891.1	WP_301843088.1	96.875
WP_134257477.1	WP_301843088.1	96.591
WP_176042945.1	WP_301843088.1	96.307
WP_301843088.1	WP_428845418.1	98.718
WP_153093407.1	WP_200758656.1	99.103
WP_137211666.1	WP_153442748.1	98.643
WP_137211666.1	WP_248807231.1	98.19
WP_229034974.1	WP_341459982.1	98.276
WP_071601511.1	WP_074154753.1	96.97
WP_071601511.1	WP_072186414.1	95.455
WP_156373836.1	WP_404946476.1	99.112
WP_032685473.1	WP_122285221.1	97.746
WP_039176996.1	WP_095407910.1	97.865
WP_000749863.1	WP_000749881.1	99.715
WP_209687871.1	WP_312590389.1	100.0
WP_105596985.1	WP_209687871.1	100.0
WP_161586114.1	WP_209687871.1	98.765
WP_209687871.1	WP_312616002.1	98.765
WP_081490905.1	WP_176342117.1	99.712
WP_347532351.1	WP_347551523.1	99.598
WP_271957227.1	WP_347551523.1	99.552
WP_271986375.1	WP_347551523.1	99.474
WP_176042944.1	WP_241302711.1	96.234
WP_146126393.1	WP_241302711.1	96.234
WP_123081236.1	WP_355796417.1	99.777
WP_355796417.1	WP_392941088.1	99.629
WP_355796417.1	WP_388007187.1	99.258
WP_332759170.1	WP_355796417.1	97.85
WP_355796417.1	WP_359518239.1	97.776
WP_209521980.1	WP_355796417.1	97.483
WP_328775497.1	WP_355796417.1	97.405
WP_355796417.1	WP_381151541.1	97.261
WP_355796417.1	WP_399796548.1	97.48
WP_322871266.1	WP_355796417.1	97.331
WP_287956056.1	WP_287957520.1	98.502
WP_105134489.1	WP_170241374.1	99.547
WP_170241374.1	WP_205013730.1	98.981
WP_136628083.1	WP_170241374.1	98.981
WP_105120615.1	WP_170241374.1	98.751
WP_029171414.1	WP_170241374.1	98.866
WP_170241374.1	WP_238708662.1	98.528
WP_170241374.1	WP_277291519.1	96.838
WP_196005300.1	WP_302258985.1	98.854
WP_302258985.1	WP_337788234.1	98.691
WP_300737858.1	WP_302258985.1	95.908
WP_011167590.1	WP_235669236.1	99.363
WP_038451956.1	WP_235669236.1	95.541
WP_005265425.1	WP_336755038.1	100.0
WP_144430823.1	WP_147460365.1	95.21
WP_046543937.1	WP_105770942.1	98.964
WP_105770942.1	WP_241302714.1	96.891
WP_105770942.1	WP_301843084.1	96.244
WP_077233540.1	WP_105770942.1	98.649
WP_005665949.1	WP_048942630.1	99.448
WP_029171416.1	WP_105119219.1	96.875
WP_105119219.1	WP_136628080.1	95.276
WP_031946686.1	WP_213066873.1	98.529
WP_195818251.1	WP_367633214.1	95.3
WP_097573887.1	WP_367633214.1	95.822
WP_080218258.1	WP_367633214.1	95.561
WP_130097548.1	WP_367633214.1	95.561
WP_211743963.1	WP_367633214.1	95.561
WP_057422296.1	WP_236529357.1	95.266
WP_053389554.1	WP_181630129.1	98.558
WP_025760249.1	WP_255403444.1	99.142
WP_066759201.1	WP_288446090.1	97.382
WP_065905296.1	WP_404940360.1	100.0
WP_003105518.1	WP_003161206.1	99.659
WP_003161206.1	WP_411309271.1	98.976
WP_003161206.1	WP_016264055.1	98.635
WP_006341998.1	WP_039377498.1	99.618
WP_216995666.1	WP_350415789.1	99.829
WP_250635004.1	WP_350415789.1	100.0
WP_223282994.1	WP_259647804.1	99.174
WP_021499436.1	WP_137561112.1	100.0
WP_095427764.1	WP_137561112.1	98.193
WP_087881676.1	WP_122287510.1	99.099
WP_001171041.1	WP_348916517.1	95.276
WP_017897252.1	WP_348916517.1	95.276
WP_194596956.1	WP_234114304.1	99.705
WP_042893639.1	WP_234114304.1	99.557
WP_234114304.1	WP_420923540.1	99.409
WP_033523409.1	WP_234114304.1	99.557
WP_165492547.1	WP_234114304.1	99.851
WP_161401524.1	WP_234114304.1	99.702
WP_154650415.1	WP_234114304.1	97.784
WP_215903000.1	WP_234114304.1	99.078
WP_228127351.1	WP_336755042.1	99.66
WP_012723175.1	WP_081744381.1	98.168
WP_012723175.1	WP_082339959.1	97.644
WP_012723175.1	WP_141606877.1	98.266
WP_003863115.1	WP_008502505.1	98.75
WP_023280425.1	WP_306589151.1	99.831
WP_228261357.1	WP_306589151.1	99.831
WP_227537174.1	WP_306589151.1	99.831
WP_279915268.1	WP_306589151.1	99.831
WP_227853124.1	WP_306589151.1	99.831
WP_032425173.1	WP_306589151.1	99.831
WP_195244026.1	WP_306589151.1	99.831
WP_117039136.1	WP_306589151.1	99.662
WP_241506328.1	WP_306589151.1	99.662
WP_223332460.1	WP_306589151.1	99.662
WP_306589151.1	WP_416263238.1	99.662
WP_255089151.1	WP_306589151.1	99.662
WP_238762060.1	WP_306589151.1	99.662
WP_306589151.1	WP_342139705.1	99.662
WP_135726248.1	WP_306589151.1	99.494
WP_219280016.1	WP_306589151.1	99.492
WP_228356153.1	WP_306589151.1	99.74
WP_258960139.1	WP_306589151.1	99.727
WP_253264372.1	WP_306589151.1	97.872
WP_142381959.1	WP_306589151.1	98.507
WP_118909804.1	WP_271643756.1	98.081
WP_212337646.1	WP_317239893.1	98.602
WP_093090992.1	WP_100090089.1	96.009
WP_109393721.1	WP_225575350.1	97.639
WP_068443970.1	WP_109393721.1	96.352
WP_036413140.1	WP_415886825.1	99.779
WP_210850692.1	WP_415886825.1	99.558
WP_144139651.1	WP_415886825.1	99.338
WP_369100816.1	WP_415886825.1	99.558
WP_076879222.1	WP_288491430.1	95.298
WP_004691518.1	WP_104499308.1	96.85
WP_004733109.1	WP_104499308.1	95.276
WP_104499308.1	WP_222111902.1	95.276
WP_169839380.1	WP_201018180.1	96.33
WP_103289712.1	WP_169839380.1	95.413
WP_135906809.1	WP_135917362.1	99.697
WP_290094415.1	WP_312926198.1	98.678
WP_163361738.1	WP_312926198.1	98.238
WP_155024528.1	WP_312926198.1	96.476
WP_003726690.1	WP_011701329.1	99.6
WP_011701329.1	WP_026749765.1	98.8
WP_161799191.1	WP_162096445.1	99.191
WP_020795592.1	WP_162096445.1	98.113
WP_162096445.1	WP_163004798.1	97.844
WP_182956099.1	WP_394293819.1	95.722
WP_095427769.1	WP_213892638.1	99.038
WP_279980103.1	WP_419343226.1	99.048
WP_042893806.1	WP_419343226.1	99.048
WP_302186192.1	WP_392941092.1	99.375
WP_302186192.1	WP_355796519.1	98.438
WP_302186192.1	WP_322871263.1	97.812
WP_302186192.1	WP_328775499.1	97.5
WP_302186192.1	WP_390546903.1	97.5
WP_302186192.1	WP_392245564.1	97.5
WP_302186192.1	WP_399796550.1	97.188
WP_302186192.1	WP_390412960.1	97.188
WP_209521977.1	WP_302186192.1	96.875
WP_302186192.1	WP_397716777.1	96.875
WP_302186192.1	WP_390426452.1	96.875
WP_059617650.1	WP_227893565.1	98.643
WP_131706096.1	WP_222288435.1	100.0
WP_109296503.1	WP_397748946.1	97.065
WP_397748946.1	WP_401394157.1	96.477
WP_278663445.1	WP_412214210.1	97.26
WP_278663445.1	WP_412214211.1	99.213
WP_289766453.1	WP_290209905.1	99.375
WP_408322811.1	WP_408461602.1	95.396
WP_226499148.1	WP_258606143.1	96.793
WP_226499148.1	WP_350570630.1	96.793
