Source File,Main Protein,Found Protein,Position,Product
WP_407260672_neighbors.csv,WP_407260672.1,WP_228267451.1,downstream,hypothetical protein
WP_239793744_neighbors.csv,WP_239793744.1,WP_239793743.1,downstream,hypothetical protein
WP_248076628_neighbors.csv,WP_248076628.1,WP_248076626.1,upstream,hypothetical protein
WP_340125809_neighbors.csv,WP_340125809.1,WP_340125808.1,downstream,hypothetical protein
WP_309414150_neighbors.csv,WP_309414150.1,WP_309414149.1,downstream,hypothetical protein
WP_307219905_neighbors.csv,WP_307219905.1,WP_307219908.1,downstream,hypothetical protein
WP_124065251_neighbors.csv,WP_124065251.1,WP_124065255.1,downstream,hypothetical protein
WP_331245227_neighbors.csv,WP_331245227.1,WP_331245229.1,upstream,hypothetical protein
WP_408857096_neighbors.csv,WP_408857096.1,WP_408857095.1,upstream,hypothetical protein
WP_346980229_neighbors.csv,WP_346980229.1,WP_138297004.1,downstream,hypothetical protein
WP_114138886_neighbors.csv,WP_114138886.1,WP_114138884.1,upstream,hypothetical protein
WP_114138886_neighbors.csv,WP_114138886.1,WP_114138885.1,downstream,hypothetical protein
WP_279475432_neighbors.csv,WP_279475432.1,WP_341536464.1,downstream,hypothetical protein
WP_279475432_neighbors.csv,WP_279475432.1,WP_341536481.1,downstream,hypothetical protein
WP_223080512_neighbors.csv,WP_223080512.1,WP_223080513.1,downstream,hypothetical protein
WP_407706989_neighbors.csv,WP_407706989.1,WP_197971560.1,downstream,P-loop NTPase fold protein
WP_152984852_neighbors.csv,WP_152984852.1,WP_161808379.1,upstream,hypothetical protein
WP_124065255_neighbors.csv,WP_124065255.1,WP_124065251.1,upstream,hypothetical protein
WP_232627578_neighbors.csv,WP_232627578.1,WP_232627577.1,downstream,hypothetical protein
WP_072693696_neighbors.csv,WP_072693696.1,WP_072693693.1,upstream,hypothetical protein
WP_236130784_neighbors.csv,WP_236130784.1,WP_236130785.1,downstream,hypothetical protein
WP_260503341_neighbors.csv,WP_260503341.1,WP_376741106.1,downstream,hypothetical protein
WP_101377910_neighbors.csv,WP_101377910.1,WP_331716283.1,downstream,hypothetical protein
WP_165415156_neighbors.csv,WP_165415156.1,WP_165415155.1,downstream,hypothetical protein
WP_369119140_neighbors.csv,WP_369119140.1,WP_369119139.1,downstream,hypothetical protein
WP_261310675_neighbors.csv,WP_261310675.1,WP_261310674.1,upstream,hypothetical protein
WP_155885576_neighbors.csv,WP_155885576.1,WP_155885577.1,downstream,hypothetical protein
WP_158826566_neighbors.csv,WP_158826566.1,WP_158826567.1,downstream,hypothetical protein
WP_400452634_neighbors.csv,WP_400452634.1,WP_400452636.1,downstream,hypothetical protein
WP_241528274_neighbors.csv,WP_241528274.1,WP_210408756.1,upstream,hypothetical protein
WP_224266239_neighbors.csv,WP_224266239.1,WP_224266238.1,downstream,hypothetical protein
WP_394350920_neighbors.csv,WP_394350920.1,WP_162126401.1,downstream,hypothetical protein
WP_218816138_neighbors.csv,WP_218816138.1,WP_282491086.1,downstream,hypothetical protein
WP_369099783_neighbors.csv,WP_369099783.1,WP_369099776.1,upstream,hypothetical protein
WP_338405901_neighbors.csv,WP_338405901.1,WP_277848467.1,upstream,hypothetical protein
WP_338405901_neighbors.csv,WP_338405901.1,WP_277848468.1,downstream,hypothetical protein
WP_369024707_neighbors.csv,WP_369024707.1,WP_369024705.1,upstream,hypothetical protein
WP_286404600_neighbors.csv,WP_286404600.1,WP_286404597.1,upstream,hypothetical protein
WP_341536418_neighbors.csv,WP_341536418.1,WP_279460459.1,downstream,hypothetical protein
WP_392559454_neighbors.csv,WP_392559454.1,WP_392559455.1,downstream,hypothetical protein
WP_274431392_neighbors.csv,WP_274431392.1,WP_246863463.1,downstream,hypothetical protein
WP_318613194_neighbors.csv,WP_318613194.1,WP_210408756.1,upstream,hypothetical protein
WP_350028107_neighbors.csv,WP_350028107.1,WP_251950508.1,downstream,P-loop NTPase fold protein
WP_402743531_neighbors.csv,WP_402743531.1,WP_402743530.1,upstream,hypothetical protein
WP_407911061_neighbors.csv,WP_407911061.1,WP_407906406.1,upstream,hypothetical protein
WP_261167510_neighbors.csv,WP_261167510.1,WP_261167511.1,downstream,hypothetical protein
WP_114138885_neighbors.csv,WP_114138885.1,WP_114138884.1,upstream,hypothetical protein
WP_114138885_neighbors.csv,WP_114138885.1,WP_114138886.1,downstream,hypothetical protein
WP_228496541_neighbors.csv,WP_228496541.1,WP_228496539.1,upstream,hypothetical protein
WP_023435521_neighbors.csv,WP_023435521.1,WP_235584247.1,downstream,hypothetical protein
WP_023435521_neighbors.csv,WP_023435521.1,WP_285230770.1,upstream,hypothetical protein
WP_232948344_neighbors.csv,WP_232948344.1,WP_232948343.1,upstream,hypothetical protein
WP_408857095_neighbors.csv,WP_408857095.1,WP_408857096.1,downstream,hypothetical protein
WP_099571230_neighbors.csv,WP_099571230.1,WP_099571229.1,upstream,hypothetical protein
WP_239793743_neighbors.csv,WP_239793743.1,WP_239793744.1,upstream,hypothetical protein
WP_334198866_neighbors.csv,WP_334198866.1,WP_237023563.1,downstream,hypothetical protein
WP_256986912_neighbors.csv,WP_256986912.1,WP_241774432.1,downstream,DNA-binding protein
WP_103791297_neighbors.csv,WP_103791297.1,WP_146046908.1,downstream,hypothetical protein
WP_345331477_neighbors.csv,WP_345331477.1,WP_345331478.1,downstream,hypothetical protein
WP_311040696_neighbors.csv,WP_311040696.1,WP_409071510.1,downstream,hypothetical protein
WP_185353519_neighbors.csv,WP_185353519.1,WP_185353520.1,downstream,hypothetical protein
WP_181611843_neighbors.csv,WP_181611843.1,WP_181611842.1,upstream,hypothetical protein
WP_118615440_neighbors.csv,WP_118615440.1,WP_118615442.1,downstream,hypothetical protein
WP_247152053_neighbors.csv,WP_247152053.1,WP_247152052.1,upstream,hypothetical protein
WP_337211742_neighbors.csv,WP_337211742.1,WP_337211743.1,downstream,hypothetical protein
WP_337211742_neighbors.csv,WP_337211742.1,WP_337211744.1,downstream,P-loop NTPase fold protein
WP_332578608_neighbors.csv,WP_332578608.1,WP_332578609.1,downstream,hypothetical protein
WP_395348369_neighbors.csv,WP_395348369.1,WP_395348367.1,upstream,P-loop NTPase fold protein
WP_102574333_neighbors.csv,WP_102574333.1,WP_102574334.1,downstream,P-loop NTPase fold protein
WP_222952440_neighbors.csv,WP_222952440.1,WP_222952436.1,upstream,hypothetical protein
WP_222952440_neighbors.csv,WP_222952440.1,WP_222952439.1,downstream,hypothetical protein
WP_173001777_neighbors.csv,WP_173001777.1,WP_367397041.1,downstream,hypothetical protein
WP_009568427_neighbors.csv,WP_009568427.1,WP_009568428.1,downstream,hypothetical protein
WP_394656946_neighbors.csv,WP_394656946.1,WP_394656945.1,upstream,hypothetical protein
WP_407251314_neighbors.csv,WP_407251314.1,WP_124040463.1,upstream,hypothetical protein
WP_407251314_neighbors.csv,WP_407251314.1,WP_407251256.1,downstream,hypothetical protein
WP_094601533_neighbors.csv,WP_094601533.1,WP_133092126.1,upstream,ATP-binding protein
WP_094601533_neighbors.csv,WP_094601533.1,WP_133092127.1,downstream,hypothetical protein
WP_347403489_neighbors.csv,WP_347403489.1,WP_161476339.1,downstream,hypothetical protein
WP_268720943_neighbors.csv,WP_268720943.1,WP_268720942.1,downstream,hypothetical protein
WP_185353520_neighbors.csv,WP_185353520.1,WP_185353519.1,upstream,hypothetical protein
WP_233481520_neighbors.csv,WP_233481520.1,WP_233481521.1,upstream,DNA-binding protein
WP_376741106_neighbors.csv,WP_376741106.1,WP_260503341.1,downstream,hypothetical protein
WP_408850817_neighbors.csv,WP_408850817.1,WP_408850818.1,downstream,hypothetical protein
WP_311205090_neighbors.csv,WP_311205090.1,WP_311205089.1,upstream,hypothetical protein
WP_317458270_neighbors.csv,WP_317458270.1,WP_001303378.1,downstream,hypothetical protein
WP_187128150_neighbors.csv,WP_187128150.1,WP_407045607.1,upstream,hypothetical protein
WP_287656070_neighbors.csv,WP_287656070.1,WP_353845236.1,downstream,hypothetical protein
WP_315683058_neighbors.csv,WP_315683058.1,WP_315683057.1,upstream,hypothetical protein
WP_246842274_neighbors.csv,WP_246842274.1,WP_246842275.1,downstream,hypothetical protein
WP_246842274_neighbors.csv,WP_246842274.1,WP_246842276.1,downstream,hypothetical protein
WP_409418700_neighbors.csv,WP_409418700.1,WP_265217876.1,downstream,hypothetical protein
WP_286488964_neighbors.csv,WP_286488964.1,WP_286488962.1,upstream,hypothetical protein
WP_230585799_neighbors.csv,WP_230585799.1,WP_230585800.1,downstream,hypothetical protein
WP_341775342_neighbors.csv,WP_341775342.1,WP_240016793.1,downstream,P-loop NTPase fold protein
WP_341775342_neighbors.csv,WP_341775342.1,WP_240022251.1,downstream,P-loop NTPase fold protein
WP_341775342_neighbors.csv,WP_341775342.1,WP_240022541.1,downstream,P-loop NTPase fold protein
WP_250394540_neighbors.csv,WP_250394540.1,WP_250394539.1,downstream,hypothetical protein
WP_143297694_neighbors.csv,WP_143297694.1,WP_143297695.1,downstream,hypothetical protein
WP_143297694_neighbors.csv,WP_143297694.1,WP_018713963.1,upstream,hypothetical protein
WP_344069305_neighbors.csv,WP_344069305.1,WP_344069308.1,downstream,hypothetical protein
WP_358056292_neighbors.csv,WP_358056292.1,WP_358056290.1,downstream,hypothetical protein
WP_236579322_neighbors.csv,WP_236579322.1,WP_369692066.1,downstream,hypothetical protein
WP_119525417_neighbors.csv,WP_119525417.1,WP_119525418.1,downstream,hypothetical protein
WP_376765587_neighbors.csv,WP_376765587.1,WP_142956017.1,downstream,hypothetical protein
WP_349665052_neighbors.csv,WP_349665052.1,WP_231793536.1,downstream,hypothetical protein
WP_349665052_neighbors.csv,WP_349665052.1,WP_249928821.1,downstream,hypothetical protein
WP_407218355_neighbors.csv,WP_407218355.1,WP_407218356.1,downstream,hypothetical protein
WP_373129110_neighbors.csv,WP_373129110.1,WP_373129109.1,upstream,hypothetical protein
WP_264974850_neighbors.csv,WP_264974850.1,WP_264974851.1,upstream,hypothetical protein
