ClusterID,Proteins
Cluster_1129,"WP_091407215.1, WP_167944705.1, WP_358127078.1"
Cluster_1130,"WP_346186931.1, WP_371277386.1, WP_373319412.1"
Cluster_1131,"WP_008800211.1, WP_029493444.1, WP_060676656.1"
Cluster_1132,"WP_002894148.1, WP_002937589.1, WP_003026691.1"
Cluster_1133,"WP_101776558.1, WP_261074597.1, WP_261084430.1"
Cluster_1134,"WP_105596987.1, WP_243760749.1, WP_312616006.1"
Cluster_1135,"WP_004381196.1, WP_018920947.1, WP_019188129.1"
Cluster_1136,"WP_031258566.1, WP_032952915.1, WP_227204387.1"
Cluster_1137,"WP_268593735.1, WP_268598017.1, WP_268600049.1"
Cluster_1138,"WP_088869806.1, WP_247822364.1, WP_331403169.1"
Cluster_1139,"WP_105979243.1, WP_268301971.1, WP_268320070.1"
Cluster_1140,"WP_003721315.1, WP_026749764.1, WP_185303985.1"
Cluster_1141,"WP_118191155.1, WP_218459719.1, WP_337516080.1"
Cluster_1142,"WP_225694435.1, WP_368984446.1, WP_401273542.1"
Cluster_1143,"WP_088398596.1, WP_243825656.1, WP_405322588.1"
Cluster_1144,"WP_301347213.1, WP_301368883.1, WP_419717876.1"
Cluster_1145,"WP_057724480.1, WP_123449906.1, WP_218438113.1"
Cluster_1146,"WP_247441605.1, WP_247458983.1, WP_280707194.1"
Cluster_1147,"WP_001019905.1, WP_031988334.1, WP_049081711.1"
Cluster_1148,"WP_157649294.1, WP_157650702.1, WP_157654294.1"
Cluster_1149,"WP_071535376.1, WP_071537214.1, WP_203328827.1"
Cluster_1150,"WP_064697788.1, WP_327208392.1, WP_426782266.1"
Cluster_1151,"WP_126329493.1, WP_200083949.1, WP_201520469.1"
Cluster_1152,"WP_019985952.1, WP_381737478.1, WP_389462995.1"
Cluster_1153,"WP_011061749.1, WP_102863135.1, WP_253130090.1"
Cluster_1154,"WP_093090976.1, WP_174827679.1, WP_287957521.1"
Cluster_1155,"WP_044052409.1, WP_086344530.1, WP_216995663.1"
Cluster_1156,"WP_247479593.1, WP_296416119.1, WP_296419326.1"
Cluster_1157,"WP_183111712.1, WP_258892756.1, WP_374136466.1"
Cluster_1158,"WP_059349512.1, WP_126634720.1, WP_339070892.1"
Cluster_1159,"WP_170059461.1, WP_262152876.1, WP_411960332.1"
Cluster_1160,"WP_167377056.1, WP_326893026.1, WP_426782267.1"
Cluster_1161,"WP_052750733.1, WP_192482489.1, WP_217156202.1"
Cluster_1162,"WP_022678029.1, WP_315728792.1, WP_339346458.1"
Cluster_1163,"WP_241876740.1, WP_249842105.1, WP_262095006.1"
Cluster_1164,"WP_066438538.1, WP_111625945.1, WP_157487249.1"
Cluster_1165,"WP_218972688.1, WP_233397320.1, WP_346471185.1"
Cluster_1166,"WP_065688996.1, WP_174000228.1, WP_222011456.1"
Cluster_1167,"WP_121373425.1, WP_134240922.1, WP_208217645.1"
Cluster_1168,"WP_053808965.1, WP_239874800.1, WP_395215283.1"
Cluster_1169,"WP_148311891.1, WP_212109034.1, WP_304494991.1"
Cluster_1170,"WP_289282847.1, WP_289283960.1, WP_422655784.1"
Cluster_1171,"WP_155768270.1, WP_157659549.1, WP_175949356.1"
Cluster_1172,"WP_035196182.1, WP_326151848.1, WP_326168045.1"
Cluster_1173,"WP_144218294.1, WP_345880451.1, WP_345888778.1"
Cluster_1174,"WP_065689003.1, WP_174000213.1, WP_222011450.1"
Cluster_1175,"WP_036869336.1, WP_278512124.1, WP_278576514.1"
Cluster_1176,"WP_200547981.1, WP_370569533.1, WP_370585638.1"
Cluster_1177,"WP_003862593.1, WP_023295466.1, WP_058656453.1"
Cluster_1178,"WP_088869807.1, WP_247822363.1, WP_331403171.1"
Cluster_1179,"WP_043674613.1, WP_227266525.1, WP_227324612.1"
Cluster_1180,"WP_013698656.1, WP_080426689.1, WP_081333391.1"
Cluster_1181,"WP_223569834.1, WP_286837343.1, WP_330212082.1"
Cluster_1182,"WP_182740157.1, WP_182794861.1, WP_404699483.1"
Cluster_1183,"WP_047734728.1, WP_057095081.1, WP_407821782.1"
Cluster_1184,"WP_036413138.1, WP_110591077.1, WP_144139649.1"
Cluster_1185,"WP_087978690.1, WP_274660423.1, WP_327872233.1"
Cluster_1186,"WP_193159610.1, WP_240430053.1, WP_333506806.1"
Cluster_1187,"WP_201203339.1, WP_227696674.1, WP_280077500.1"
Cluster_1188,"WP_130008197.1, WP_408322810.1, WP_408461604.1"
Cluster_1189,"WP_203730512.1, WP_344519965.1, WP_379137442.1"
Cluster_1190,"WP_028215023.1, WP_186066915.1, WP_407852686.1"
Cluster_1191,"WP_247458977.1, WP_280707484.1, WP_316171738.1"
Cluster_1192,"WP_047009411.1, WP_308386963.1, WP_308386964.1"
Cluster_1193,"WP_181404089.1, WP_258237563.1, WP_366205383.1"
Cluster_1194,"WP_046218848.1, WP_213916393.1, WP_238842996.1"
Cluster_1195,"WP_014509120.1, WP_039523227.1, WP_076053578.1"
Cluster_1196,"WP_025537072.1, WP_049875926.1, WP_169628614.1"
Cluster_1197,"WP_003131010.1, WP_096249514.1, WP_121334335.1"
Cluster_1198,"WP_322639183.1, WP_334779953.1, WP_335029921.1"
Cluster_1199,"WP_135690567.1, WP_135690568.1, WP_218741146.1"
Cluster_1200,"WP_247479597.1, WP_296416117.1, WP_296419319.1"
Cluster_1201,"WP_029492848.1, WP_088336656.1, WP_270465809.1"
Cluster_1202,"WP_018516693.1, WP_026242315.1, WP_409201829.1"
Cluster_1203,"WP_171941853.1, WP_181432454.1, WP_394593905.1"
Cluster_1204,"WP_122754749.1, WP_166596370.1, WP_311971416.1"
Cluster_1205,"WP_011953230.1, WP_104886807.1, WP_392509609.1"
Cluster_1206,"WP_156629852.1, WP_246720484.1, WP_246720485.1"
Cluster_1207,"WP_315973589.1, WP_345777905.1, WP_345781909.1"
Cluster_1208,"WP_223569840.1, WP_286837355.1, WP_330212088.1"
Cluster_1209,"WP_016391652.1, WP_081663464.1, WP_255212394.1"
Cluster_1210,"WP_268593739.1, WP_268600050.1, WP_313903351.1"
Cluster_1211,"WP_049615885.1, WP_050873143.1, WP_145567543.1"
Cluster_1212,"WP_307674428.1, WP_392776600.1, WP_403310480.1"
Cluster_1213,"WP_046543932.1, WP_077019763.1, WP_174956909.1"
Cluster_1214,"WP_004117617.1, WP_023320259.1, WP_049094495.1"
Cluster_1215,"WP_299231670.1, WP_340322497.1"
Cluster_1216,"WP_140460611.1, WP_170209126.1"
Cluster_1217,"WP_013971142.1, WP_317871890.1"
Cluster_1218,"WP_004248086.1, WP_036918345.1"
Cluster_1219,"WP_060478286.1, WP_377733481.1"
Cluster_1220,"WP_025552992.1, WP_274683826.1"
Cluster_1221,"WP_054048970.1, WP_163909402.1"
Cluster_1222,"WP_046695202.1, WP_192482488.1"
Cluster_1223,"WP_366360432.1, WP_366369115.1"
Cluster_1224,"WP_146579638.1, WP_146579647.1"
Cluster_1225,"WP_104262307.1, WP_104327218.1"
Cluster_1226,"WP_032755299.1, WP_032938028.1"
Cluster_1227,"WP_354328249.1, WP_354370140.1"
Cluster_1228,"WP_316312126.1, WP_353630803.1"
Cluster_1229,"WP_300751510.1, WP_304642925.1"
Cluster_1230,"WP_221123290.1, WP_221124024.1"
Cluster_1231,"WP_348454628.1, WP_348455307.1"
Cluster_1232,"WP_154845627.1, WP_305493164.1"
Cluster_1233,"WP_128740883.1, WP_128993611.1"
Cluster_1234,"WP_000744750.1, WP_000744751.1"
Cluster_1235,"WP_022651882.1, WP_033487686.1"
Cluster_1236,"WP_084553097.1, WP_216353400.1"
Cluster_1237,"WP_048254464.1, WP_289467245.1"
Cluster_1238,"WP_119062789.1, WP_153560620.1"
Cluster_1239,"WP_059956692.1, WP_155639371.1"
Cluster_1240,"WP_006042568.1, WP_011932093.1"
Cluster_1241,"WP_256065656.1, WP_378445859.1"
Cluster_1242,"WP_140330219.1, WP_146537659.1"
Cluster_1243,"WP_176587527.1, WP_313013540.1"
Cluster_1244,"WP_131706095.1, WP_222064192.1"
Cluster_1245,"WP_043128372.1, WP_317841983.1"
Cluster_1246,"WP_046236950.1, WP_116826694.1"
Cluster_1247,"WP_023983915.1, WP_315361943.1"
Cluster_1248,"WP_100554729.1, WP_317245295.1"
Cluster_1249,"WP_122218333.1, WP_122285217.1"
Cluster_1250,"WP_002086068.1, WP_057691950.1"
Cluster_1251,"WP_157729003.1, WP_205387972.1"
Cluster_1252,"WP_098714021.1, WP_224992132.1"
Cluster_1253,"WP_025651659.1, WP_201577258.1"
Cluster_1254,"WP_003111415.1, WP_174133817.1"
Cluster_1255,"WP_200577292.1, WP_201108994.1"
Cluster_1256,"WP_000746635.1, WP_149889682.1"
Cluster_1257,"WP_227031489.1, WP_294145099.1"
Cluster_1258,"WP_141953148.1, WP_402795944.1"
Cluster_1259,"WP_105828954.1, WP_186095304.1"
Cluster_1260,"WP_230798163.1, WP_377400788.1"
Cluster_1261,"WP_308005425.1, WP_336719052.1"
Cluster_1262,"WP_003316223.1, WP_116826693.1"
Cluster_1263,"WP_085478556.1, WP_403683541.1"
Cluster_1264,"WP_054896098.1, WP_194439644.1"
Cluster_1265,"WP_147264252.1, WP_209358790.1"
Cluster_1266,"WP_047486152.1, WP_230041239.1"
Cluster_1267,"WP_035823780.1, WP_046681977.1"
Cluster_1268,"WP_113871777.1, WP_141046848.1"
Cluster_1269,"WP_268301966.1, WP_268304133.1"
Cluster_1270,"WP_156612842.1, WP_174010490.1"
Cluster_1271,"WP_085212043.1, WP_397864431.1"
Cluster_1272,"WP_017691463.1, WP_289390781.1"
Cluster_1273,"WP_081028744.1, WP_346697104.1"
Cluster_1274,"WP_058697631.1, WP_233528050.1"
Cluster_1275,"WP_149278264.1, WP_234529055.1"
Cluster_1276,"WP_179728834.1, WP_345099738.1"
Cluster_1277,"WP_022631532.1, WP_023340918.1"
Cluster_1278,"WP_018482016.1, WP_027511051.1"
Cluster_1279,"WP_099756768.1, WP_427120280.1"
Cluster_1280,"WP_066759202.1, WP_230652714.1"
Cluster_1281,"WP_005342968.1, WP_324018464.1"
Cluster_1282,"WP_261973802.1, WP_373941030.1"
Cluster_1283,"WP_068974435.1, WP_087513525.1"
Cluster_1284,"WP_243948446.1, WP_342110486.1"
Cluster_1285,"WP_151762781.1, WP_306217795.1"
Cluster_1286,"WP_074227976.1, WP_133297213.1"
Cluster_1287,"WP_001086026.1, WP_321175485.1"
Cluster_1288,"WP_006955930.1, WP_110576472.1"
Cluster_1289,"WP_180167673.1, WP_372360181.1"
Cluster_1290,"WP_049615964.1, WP_053009138.1"
Cluster_1291,"WP_041013825.1, WP_134240916.1"
Cluster_1292,"WP_014509121.1, WP_076053575.1"
Cluster_1293,"WP_204353576.1, WP_206287402.1"
Cluster_1294,"WP_095793759.1, WP_142877768.1"
Cluster_1295,"WP_046155229.1, WP_346789601.1"
Cluster_1296,"WP_144373901.1, WP_281659875.1"
Cluster_1297,"WP_156462706.1, WP_320188030.1"
Cluster_1298,"WP_038443665.1, WP_038443675.1"
Cluster_1299,"WP_157645331.1, WP_157654760.1"
Cluster_1300,"WP_372023724.1, WP_372090363.1"
Cluster_1301,"WP_062730548.1, WP_070225661.1"
Cluster_1302,"WP_373102893.1, WP_373220196.1"
Cluster_1303,"WP_003329733.1, WP_326168044.1"
Cluster_1304,"WP_014172317.1, WP_023327722.1"
Cluster_1305,"WP_071974404.1, WP_100161459.1"
Cluster_1306,"WP_023332838.1, WP_182063617.1"
Cluster_1307,"WP_034621943.1, WP_035390089.1"
Cluster_1308,"WP_206074226.1, WP_326387647.1"
Cluster_1309,"WP_382322389.1, WP_382327951.1"
Cluster_1310,"WP_026031090.1, WP_085033645.1"
Cluster_1311,"WP_213627861.1, WP_336072190.1"
Cluster_1312,"WP_057067608.1, WP_371339659.1"
Cluster_1313,"WP_151895703.1, WP_155723799.1"
Cluster_1314,"WP_287406944.1, WP_327478835.1"
Cluster_1315,"WP_222064200.1, WP_392711405.1"
Cluster_1316,"WP_003234069.1, WP_015252679.1"
Cluster_1317,"WP_323087301.1, WP_407208827.1"
Cluster_1318,"WP_087514246.1, WP_312307607.1"
Cluster_1319,"WP_306595306.1, WP_343659638.1"
Cluster_1320,"WP_094367495.1, WP_367658543.1"
Cluster_1321,"WP_196238160.1, WP_370168753.1"
Cluster_1322,"WP_065688999.1, WP_222011453.1"
Cluster_1323,"WP_099430999.1, WP_236170222.1"
Cluster_1324,"WP_050875703.1, WP_219656448.1"
Cluster_1325,"WP_112886780.1, WP_205939663.1"
Cluster_1326,"WP_000568400.1, WP_340504533.1"
Cluster_1327,"WP_268301968.1, WP_377924995.1"
Cluster_1328,"WP_302648537.1, WP_337675980.1"
Cluster_1329,"WP_186009823.1, WP_186111950.1"
Cluster_1330,"WP_124702881.1, WP_333985511.1"
Cluster_1331,"WP_001010748.1, WP_270793407.1"
Cluster_1332,"WP_072884752.1, WP_202089475.1"
Cluster_1333,"WP_007896281.1, WP_050488315.1"
Cluster_1334,"WP_118225605.1, WP_270371180.1"
Cluster_1335,"WP_064355276.1, WP_163586403.1"
Cluster_1336,"WP_346647621.1, WP_421560476.1"
Cluster_1337,"WP_253658255.1, WP_337169190.1"
Cluster_1338,"WP_137903255.1, WP_331385976.1"
Cluster_1339,"WP_259320005.1, WP_418605759.1"
Cluster_1340,"WP_315621748.1, WP_333766166.1"
Cluster_1341,"WP_006342000.1, WP_428418434.1"
Cluster_1342,"WP_109223985.1, WP_124170130.1"
Cluster_1343,"WP_047498712.1, WP_214594913.1"
Cluster_1344,"WP_272658579.1, WP_286227717.1"
Cluster_1345,"WP_247441594.1, WP_247547296.1"
Cluster_1346,"WP_000312040.1, WP_149889683.1"
Cluster_1347,"WP_264968273.1, WP_323129336.1"
Cluster_1348,"WP_097531136.1, WP_097560350.1"
Cluster_1349,"WP_020828615.1, WP_033635951.1"
Cluster_1350,"WP_378518090.1, WP_415839299.1"
Cluster_1351,"WP_229654862.1, WP_229656646.1"
Cluster_1352,"WP_124579784.1, WP_196488898.1"
Cluster_1353,"WP_111304353.1, WP_197545251.1"
Cluster_1354,"WP_081352424.1, WP_217859853.1"
Cluster_1355,"WP_033459715.1, WP_033475474.1"
Cluster_1356,"WP_021510239.1, WP_031983184.1"
Cluster_1357,"WP_063316458.1, WP_069146519.1"
Cluster_1358,"WP_296047953.1, WP_349056046.1"
Cluster_1359,"WP_104592404.1, WP_346471187.1"
Cluster_1360,"WP_366360434.1, WP_366369109.1"
Cluster_1361,"WP_004589155.1, WP_138578945.1"
Cluster_1362,"WP_017628755.1, WP_036900676.1"
Cluster_1363,"WP_257246256.1, WP_257247306.1"
Cluster_1364,"WP_117015682.1, WP_161056717.1"
Cluster_1365,"WP_081083935.1, WP_122656557.1"
Cluster_1366,"WP_038667629.1, WP_263059204.1"
Cluster_1367,"WP_046568795.1, WP_253958557.1"
Cluster_1368,"WP_052512452.1, WP_252143858.1"
Cluster_1369,"WP_128856048.1, WP_201032383.1"
Cluster_1370,"WP_016143187.1, WP_284118930.1"
Cluster_1371,"WP_011089732.1, WP_166080997.1"
Cluster_1372,"WP_336126001.1, WP_363390927.1"
Cluster_1373,"WP_032291779.1, WP_061075364.1"
Cluster_1374,"WP_129393036.1, WP_200615464.1"
Cluster_1375,"WP_197040343.1, WP_231513077.1"
Cluster_1376,"WP_041189114.1, WP_256733044.1"
Cluster_1377,"WP_175531749.1, WP_237918923.1"
Cluster_1378,"WP_203730523.1, WP_379137437.1"
Cluster_1379,"WP_060382049.1, WP_063743959.1"
Cluster_1380,"WP_367394428.1, WP_416736323.1"
Cluster_1381,"WP_115656504.1, WP_240322867.1"
Cluster_1382,"WP_137211668.1, WP_368944775.1"
Cluster_1383,"WP_151435879.1, WP_272579152.1"
Cluster_1384,"WP_244905771.1, WP_416011169.1"
Cluster_1385,"WP_144495428.1, WP_203129405.1"
Cluster_1386,"WP_154845628.1, WP_305493163.1"
Cluster_1387,"WP_111389519.1, WP_255746073.1"
Cluster_1388,"WP_138109061.1, WP_284093170.1"
Cluster_1389,"WP_103289719.1, WP_169839374.1"
Cluster_1390,"WP_304642923.1, WP_304965527.1"
Cluster_1391,"WP_368109719.1, WP_368115868.1"
Cluster_1392,"WP_248309699.1, WP_265053173.1"
Cluster_1393,"WP_054048958.1, WP_163909409.1"
Cluster_1394,"WP_187503582.1, WP_398456768.1"
Cluster_1395,"WP_048225448.1, WP_049848375.1"
Cluster_1396,"WP_014225385.1, WP_046825707.1"
Cluster_1397,"WP_078231039.1, WP_212571203.1"
Cluster_1398,"WP_135690569.1, WP_218741147.1"
Cluster_1399,"WP_124702882.1, WP_333985510.1"
Cluster_1400,"WP_341086576.1, WP_410989790.1"
Cluster_1401,"WP_037146307.1, WP_156629859.1"
Cluster_1402,"WP_003554972.1, WP_130699075.1"
Cluster_1403,"WP_144374685.1, WP_282678826.1"
Cluster_1404,"WP_025107479.1, WP_049593821.1"
Cluster_1405,"WP_154859916.1, WP_191958699.1"
Cluster_1406,"WP_272563690.1, WP_284428122.1"
Cluster_1407,"WP_153957781.1, WP_407596808.1"
Cluster_1408,"WP_241693238.1, WP_320403964.1"
Cluster_1409,"WP_077306016.1, WP_173696544.1"
Cluster_1410,"WP_016790932.1, WP_212571191.1"
Cluster_1411,"WP_299143880.1, WP_299165336.1"
Cluster_1412,"WP_272754691.1, WP_404673506.1"
Cluster_1413,"WP_303029735.1, WP_369809592.1"
Cluster_1414,"WP_076390782.1, WP_105702835.1"
Cluster_1415,"WP_007068966.1, WP_244489270.1"
Cluster_1416,"WP_050945686.1, WP_426973163.1"
Cluster_1417,"WP_352611452.1, WP_352813108.1"
Cluster_1418,"WP_109296495.1, WP_401394138.1"
Cluster_1419,"WP_068443983.1, WP_109393716.1"
Cluster_1420,"WP_211743965.1, WP_264968271.1"
Cluster_1421,"WP_261139244.1, WP_261283102.1"
Cluster_1422,"WP_005243863.1, WP_171498466.1"
Cluster_1423,"WP_007252325.1, WP_418611209.1"
Cluster_1424,"WP_254930322.1, WP_255015583.1"
Cluster_1425,"WP_062794229.1, WP_369454095.1"
Cluster_1426,"WP_144113002.1, WP_408246475.1"
Cluster_1427,"WP_047991971.1, WP_234352616.1"
Cluster_1428,"WP_006476687.1, WP_124550275.1"
Cluster_1429,"WP_156447028.1, WP_157783950.1"
Cluster_1430,"WP_216365603.1, WP_327754377.1"
Cluster_1431,"WP_221052352.1, WP_418067624.1"
Cluster_1432,"WP_151949577.1, WP_260872455.1"
Cluster_1433,"WP_074248623.1, WP_079617495.1"
Cluster_1434,"WP_085212048.1, WP_397864429.1"
Cluster_1435,"WP_230629110.1, WP_230668840.1"
Cluster_1436,"WP_339165073.1, WP_426973165.1"
Cluster_1437,"WP_323520871.1, WP_349780854.1"
Cluster_1438,"WP_003122185.1, WP_080985329.1"
Cluster_1439,"WP_019473263.1, WP_138737541.1"
Cluster_1440,"WP_066759192.1, WP_230652710.1"
Cluster_1441,"WP_230798162.1, WP_377400791.1"
Cluster_1442,"WP_085119312.1, WP_233963233.1"
Cluster_1443,"WP_266621959.1, WP_404235593.1"
Cluster_1444,"WP_060979914.1, WP_155645846.1"
Cluster_1445,"WP_062093397.1, WP_291843195.1"
Cluster_1446,"WP_286911385.1, WP_339612229.1"
Cluster_1447,"WP_177190041.1, WP_207032598.1"
Cluster_1448,"WP_226229471.1, WP_321951618.1"
Cluster_1449,"WP_153040701.1, WP_153041325.1"
Cluster_1450,"WP_004407543.1, WP_229768899.1"
Cluster_1451,"WP_146236376.1, WP_349814792.1"
Cluster_1452,"WP_011694975.1, WP_124702887.1"
Cluster_1453,"WP_069092747.1, WP_142885407.1"
Cluster_1454,"WP_175531753.1, WP_237918919.1"
Cluster_1455,"WP_270421860.1, WP_285159242.1"
Cluster_1456,"WP_077082744.1, WP_281123427.1"
Cluster_1457,"WP_065689002.1, WP_222011451.1"
Cluster_1458,"WP_049081715.1, WP_111849815.1"
Cluster_1459,"WP_392628478.1, WP_403231023.1"
Cluster_1460,"WP_401438464.1, WP_401481929.1"
Cluster_1461,"WP_409424604.1, WP_413401226.1"
Cluster_1462,"WP_119110377.1, WP_267178694.1"
Cluster_1463,"WP_125662250.1, WP_260182377.1"
Cluster_1464,"WP_293154346.1, WP_363318903.1"
Cluster_1465,"WP_201565791.1, WP_201617239.1"
Cluster_1466,"WP_248672462.1, WP_330542217.1"
Cluster_1467,"WP_063168796.1, WP_127809589.1"
Cluster_1468,"WP_382009588.1, WP_388315107.1"
Cluster_1469,"WP_186009821.1, WP_186111949.1"
Cluster_1470,"WP_050322371.1, WP_057625718.1"
Cluster_1471,"WP_085944009.1, WP_197793529.1"
Cluster_1472,"WP_305427834.1, WP_343177593.1"
Cluster_1473,"WP_027604113.1, WP_053158252.1"
Cluster_1474,"WP_331137676.1, WP_395362601.1"
Cluster_1475,"WP_139327953.1, WP_237384879.1"
Cluster_1476,"WP_102465550.1, WP_371714771.1"
Cluster_1477,"WP_039040659.1, WP_106885361.1"
Cluster_1478,"WP_103360322.1, WP_277249362.1"
Cluster_1479,"WP_233933065.1, WP_261104309.1"
Cluster_1480,"WP_232528169.1, WP_392422286.1"
Cluster_1481,"WP_310736703.1, WP_310737095.1"
Cluster_1482,"WP_281600767.1, WP_358193540.1"
Cluster_1483,"WP_257199477.1, WP_273635677.1"
Cluster_1484,"WP_071573398.1, WP_186478406.1"
Cluster_1485,"WP_224588730.1, WP_235360719.1"
Cluster_1486,"WP_368170788.1, WP_408842442.1"
Cluster_1487,"WP_005496369.1, WP_069504320.1"
Cluster_1488,"WP_086344528.1, WP_216995661.1"
Cluster_1489,"WP_257844367.1, WP_260481491.1"
Cluster_1490,"WP_141710480.1, WP_167944694.1"
Cluster_1491,"WP_313739295.1, WP_413047439.1"
Cluster_1492,"WP_140363007.1, WP_267430039.1"
Cluster_1493,"WP_006069463.1, WP_268678883.1"
Cluster_1494,"WP_210459138.1, WP_246874235.1"
Cluster_1495,"WP_227523234.1, WP_352286818.1"
Cluster_1496,"WP_130928363.1, WP_170057490.1"
Cluster_1497,"WP_028014307.1, WP_032660173.1"
Cluster_1498,"WP_128320336.1, WP_407719606.1"
Cluster_1499,"WP_079534425.1, WP_227324611.1"
Cluster_1500,"WP_157649296.1, WP_157654183.1"
Cluster_1501,"WP_156612849.1, WP_174010475.1"
Cluster_1502,"WP_314917627.1, WP_402865458.1"
Cluster_1503,"WP_097774690.1, WP_154276621.1"
Cluster_1504,"WP_054109477.1, WP_231471128.1"
Cluster_1505,"WP_005243864.1, WP_151869719.1"
Cluster_1506,"WP_096113014.1, WP_248671571.1"
Cluster_1507,"WP_169989239.1, WP_172898790.1"
Cluster_1508,"WP_003095295.1, WP_162959740.1"
Cluster_1509,"WP_217053341.1, WP_407257853.1"
Cluster_1510,"WP_375233978.1, WP_414142637.1"
Cluster_1511,"WP_054048971.1, WP_163909401.1"
Cluster_1512,"WP_085084286.1, WP_211103577.1"
Cluster_1513,"WP_116886796.1, WP_146047704.1"
Cluster_1514,"WP_210172026.1, WP_217751288.1"
Cluster_1515,"WP_175531754.1, WP_237918918.1"
Cluster_1516,"WP_303029658.1, WP_369809593.1"
Cluster_1517,"WP_221597106.1, WP_221601666.1"
Cluster_1518,"WP_156373837.1, WP_404946477.1"
Cluster_1519,"WP_016771171.1, WP_282390688.1"
Cluster_1520,"WP_401438469.1, WP_401481923.1"
Cluster_1521,"WP_248991899.1, WP_261762452.1"
Cluster_1522,"WP_049875925.1, WP_169628616.1"
Cluster_1523,"WP_352962861.1, WP_376706159.1"
Cluster_1524,"WP_011932089.1, WP_186472343.1"
Cluster_1525,"WP_079758768.1, WP_317871799.1"
Cluster_1526,"WP_223287878.1, WP_230804881.1"
Cluster_1527,"WP_299231672.1, WP_340322496.1"
Cluster_1528,"WP_148563084.1, WP_279936401.1"
Cluster_1529,"WP_382009591.1, WP_388315110.1"
Cluster_1530,"WP_061009210.1, WP_236111857.1"
Cluster_1531,"WP_003194410.1, WP_043205945.1"
Cluster_1532,"WP_003180290.1, WP_139353567.1"
Cluster_1533,"WP_068950533.1, WP_119921894.1"
Cluster_1534,"WP_235685300.1, WP_328700776.1"
Cluster_1535,"WP_352483755.1, WP_352981176.1"
Cluster_1536,"WP_023227810.1, WP_220771602.1"
Cluster_1537,"WP_122419332.1, WP_122491291.1"
Cluster_1538,"WP_094371117.1, WP_205548837.1"
Cluster_1539,"WP_011413131.1, WP_209197002.1"
Cluster_1540,"WP_375517880.1, WP_375532565.1"
Cluster_1541,"WP_039323768.1, WP_116238173.1"
Cluster_1542,"WP_007252319.1, WP_057414680.1"
Cluster_1543,"WP_134240912.1, WP_208217652.1"
Cluster_1544,"WP_269434942.1, WP_331459536.1"
Cluster_1545,"WP_003218108.1, WP_177009288.1"
Cluster_1546,"WP_059645212.1, WP_059880050.1"
Cluster_1547,"WP_366211950.1, WP_394684786.1"
Cluster_1548,"WP_043352514.1, WP_305550642.1"
Cluster_1549,"WP_039146643.1, WP_212109032.1"
Cluster_1550,"WP_002288541.1, WP_227158263.1"
Cluster_1551,"WP_163212298.1, WP_278378569.1"
Cluster_1552,"WP_144113004.1, WP_408246472.1"
Cluster_1553,"WP_180063236.1, WP_180076714.1"
Cluster_1554,"WP_047730232.1, WP_147190407.1"
Cluster_1555,"WP_025652140.1, WP_201582325.1"
Cluster_1556,"WP_001044624.1, WP_012657823.1"
Cluster_1557,"WP_019453290.1, WP_020825022.1"
Cluster_1558,"WP_085478560.1, WP_403683543.1"
Cluster_1559,"WP_100554728.1, WP_317245296.1"
Cluster_1560,"WP_042015800.1, WP_233721005.1"
Cluster_1561,"WP_050322374.1, WP_057625716.1"
Cluster_1562,"WP_227031490.1, WP_294145101.1"
Cluster_1563,"WP_051610664.1, WP_228935794.1"
Cluster_1564,"WP_000123653.1, WP_284072656.1"
Cluster_1565,"WP_155274160.1, WP_313439367.1"
Cluster_1566,"WP_226229468.1, WP_321951622.1"
Cluster_1567,"WP_219333908.1, WP_309576058.1"
Cluster_1568,"WP_180076716.1, WP_180134747.1"
Cluster_1569,"WP_336290715.1, WP_413795820.1"
Cluster_1570,"WP_130857297.1, WP_377477097.1"
Cluster_1571,"WP_185679111.1, WP_425498159.1"
Cluster_1572,"WP_001069952.1, WP_024439226.1"
Cluster_1573,"WP_048117072.1, WP_048155643.1"
Cluster_1574,"WP_305049432.1, WP_307779266.1"
Cluster_1575,"WP_105348842.1, WP_238540705.1"
Cluster_1576,"WP_126242938.1, WP_186087305.1"
Cluster_1577,"WP_117300685.1, WP_260706621.1"
Cluster_1578,"WP_135733573.1, WP_407199706.1"
Cluster_1579,"WP_320522833.1, WP_400713384.1"
Cluster_1580,"WP_053008866.1, WP_372569550.1"
Cluster_1581,"WP_204392367.1, WP_294589927.1"
Cluster_1582,"WP_044660482.1, WP_286869157.1"
Cluster_1583,"WP_012038916.1, WP_086507579.1"
Cluster_1584,"WP_064781635.1, WP_120226107.1"
Cluster_1585,"WP_173069747.1, WP_345514689.1"
Cluster_1586,"WP_139430252.1, WP_373881117.1"
Cluster_1587,"WP_046579475.1, WP_186009816.1"
Cluster_1588,"WP_196897923.1, WP_333973290.1"
Cluster_1589,"WP_352474108.1, WP_352684523.1"
Cluster_1590,"WP_000730464.1, WP_082280871.1"
Cluster_1591,"WP_117015686.1, WP_161056713.1"
Cluster_1592,"WP_352483752.1, WP_352818381.1"
Cluster_1593,"WP_081251582.1, WP_192298434.1"
Cluster_1594,"WP_096063028.1, WP_349636189.1"
Cluster_1595,"WP_025130867.1, WP_134784954.1"
Cluster_1596,"WP_224099559.1, WP_225031669.1"
Cluster_1597,"WP_127366175.1, WP_127387735.1"
Cluster_1598,"WP_346641652.1, WP_397461378.1"
Cluster_1599,"WP_302648536.1, WP_337675979.1"
