psi_protein,neighbor_protein,neighbor_pident,genome_protein,genome_pident
WP_013852862,WP_261369487.1,99.408,WP_223246853.1,99.824
WP_013852862,WP_223246854.1,99.408,WP_223246853.1,99.824
WP_013852862,WP_281193273.1,100.0,WP_342672723.1,99.903
WP_227013147,WP_228475700.1,99.231,WP_228475701.1,99.5
WP_227013147,WP_228477217.1,99.67,WP_228477218.1,99.597
WP_227013147,WP_274758025.1,100.0,WP_349612002.1,99.744
WP_227013147,WP_239022530.1,98.529,WP_239022529.1,99.797
WP_223246853,WP_281193273.1,100.0,WP_342672723.1,99.511
WP_223270485,WP_281193273.1,100.0,WP_342672723.1,99.291
WP_237113177,WP_238580651.1,100.0,WP_238580652.1,99.123
WP_237113177,WP_285230769.1,99.043,WP_285230770.1,98.995
WP_237113177,WP_273681674.1,98.086,WP_273681675.1,89.005
WP_016357129,WP_281193273.1,100.0,WP_342672723.1,99.602
WP_180963368,WP_333727762.1,100.0,WP_271342745.1,99.653
WP_180963368,WP_271342744.1,96.97,WP_271342745.1,99.653
WP_172427015,WP_333727762.1,100.0,WP_271342745.1,99.624
WP_172427015,WP_271342744.1,96.97,WP_271342745.1,99.624
WP_244591734,WP_249533827.1,100.0,WP_249533828.1,100.0
WP_025481872,WP_040366718.1,98.649,WP_007208429.1,94.231
WP_126287453,WP_333727762.1,100.0,WP_271342745.1,99.567
WP_126287453,WP_271342744.1,96.97,WP_271342745.1,99.567
WP_124065251,WP_332606491.1,99.2,WP_332606490.1,100.0
WP_142984997,WP_332606491.1,98.571,WP_332606490.1,100.0
WP_264974851,WP_285230769.1,98.558,WP_285230770.1,98.496
WP_264974851,WP_273681674.1,97.596,WP_273681675.1,88.8
WP_258962584,WP_409024342.1,98.113,WP_409024341.1,92.157
WP_258962584,WP_353395127.1,98.63,WP_353395125.1,86.192
