Protein1	Protein2	Percent_Identity
WP_146644184	WP_409997804.1	100.0
WP_003773355	WP_016357131.1	99.643
WP_003773355	WP_261369487.1	99.408
WP_003773355	WP_223246854.1	99.408
WP_003773355	WP_281193273.1	100.0
WP_013852862	WP_016357131.1	100.0
WP_013852862	WP_261369487.1	99.408
WP_013852862	WP_223246854.1	99.408
WP_013852862	WP_281193273.1	100.0
WP_226961205.1	WP_332416411	100.0
WP_016357131.1	WP_317699291	99.643
WP_261369487.1	WP_317699291	99.408
WP_223246854.1	WP_317699291	99.408
WP_281193273.1	WP_317699291	100.0
WP_250668010	WP_409997804.1	99.145
WP_251950502.1	WP_279620791	99.429
WP_279620791	WP_367294503.1	99.128
WP_172952845.1	WP_279620791	99.487
WP_162624697.1	WP_279620791	99.487
WP_120761053.1	WP_279620791	99.281
WP_162926701.1	WP_279620791	99.18
WP_151388564.1	WP_279620791	98.947
WP_035146712.1	WP_279620791	100.0
WP_120761052.1	WP_279620791	96.104
WP_227013147	WP_228475700.1	99.231
WP_227013147	WP_228477217.1	99.67
WP_227013147	WP_274758025.1	100.0
WP_227013147	WP_239022530.1	98.529
WP_281193273.1	WP_317699064	100.0
WP_016357131.1	WP_317699064	100.0
WP_223246853	WP_281193273.1	100.0
WP_016357131.1	WP_223246853	100.0
WP_261801536.1	WP_284868196	99.539
WP_223246854.1	WP_317699130	99.741
WP_016357131.1	WP_317699130	98.916
WP_261369487.1	WP_317699130	98.98
WP_281193273.1	WP_317699130	100.0
WP_252856510.1	WP_317699130	98.876
WP_223270485	WP_281193273.1	100.0
WP_233433202.1	WP_392360179	97.959
WP_249533827.1	WP_392360179	95.918
WP_228710993.1	WP_228712065	100.0
WP_139498591	WP_409997804.1	100.0
WP_237113177	WP_238580651.1	100.0
WP_043514340.1	WP_237113177	99.598
WP_237113177	WP_285230769.1	99.043
WP_237113177	WP_273681674.1	98.086
WP_016357129	WP_281193273.1	100.0
WP_250115250	WP_272881226.1	96.97
WP_347452325	WP_432280865.1	95.732
WP_347452325	WP_368092246.1	95.652
WP_152026477	WP_432280865.1	95.556
WP_234815522	WP_409997804.1	100.0
WP_139774401	WP_409997804.1	100.0
WP_228475700.1	WP_277839544	99.231
WP_228477217.1	WP_277839544	99.67
WP_274758025.1	WP_277839544	100.0
WP_239022530.1	WP_277839544	98.529
WP_333727762.1	WP_396614616	100.0
WP_271342744.1	WP_396614616	96.97
WP_180963368	WP_333727762.1	100.0
WP_180963368	WP_271342744.1	96.97
WP_172427015	WP_333727762.1	100.0
WP_172427015	WP_271342744.1	96.97
WP_244591734	WP_249533827.1	100.0
WP_249533827.1	WP_261289655	100.0
WP_233433202.1	WP_261289655	95.161
WP_025481872	WP_040366718.1	98.649
WP_272881226.1	WP_409396167	96.97
WP_152692415.1	WP_176193714	97.656
WP_142908723	WP_409997804.1	100.0
WP_140427754	WP_272881226.1	96.97
WP_248299083	WP_409997804.1	100.0
WP_075555432.1	WP_320769106	100.0
WP_278849153.1	WP_320769106	100.0
WP_126287453	WP_333727762.1	100.0
WP_126287453	WP_271342744.1	96.97
WP_136139004	WP_417064782.1	100.0
WP_136139004	WP_260479442.1	97.561
WP_251950502.1	WP_254681156	99.714
WP_254681156	WP_367294503.1	99.419
WP_172952845.1	WP_254681156	100.0
WP_162624697.1	WP_254681156	100.0
WP_120761053.1	WP_254681156	100.0
WP_162926701.1	WP_254681156	100.0
WP_151388564.1	WP_254681156	100.0
WP_035146712.1	WP_254681156	100.0
WP_120761052.1	WP_254681156	96.104
WP_251122374	WP_410401005.1	100.0
WP_346802863	WP_417064782.1	98.077
WP_260479442.1	WP_346802863	95.122
WP_215190831	WP_409997804.1	100.0
WP_139774408	WP_409997804.1	100.0
WP_124065251	WP_332606491.1	99.2
WP_260838479	WP_409997804.1	97.059
WP_016357131.1	WP_342672723	100.0
WP_261369487.1	WP_342672723	99.408
WP_223246854.1	WP_342672723	99.408
WP_142794087	WP_409997804.1	100.0
WP_142984997	WP_332606491.1	98.571
WP_140248017	WP_272881226.1	96.97
WP_240022251	WP_434999535.1	99.398
WP_347054533	WP_432280865.1	97.256
WP_165768430.1	WP_332606489	95.763
WP_124065257.1	WP_332606489	100.0
WP_240022541	WP_434999535.1	99.394
WP_240016793	WP_434999535.1	98.788
WP_143297696.1	WP_316364038	96.939
WP_353890978	WP_434999535.1	99.242
WP_238580651.1	WP_264974851	99.631
WP_043514340.1	WP_264974851	99.194
WP_264974851	WP_285230769.1	98.558
WP_264974851	WP_273681674.1	97.596
WP_271717196	WP_432280865.1	97.561
WP_251849807.1	WP_257645347	95.082
WP_233433202.1	WP_258962584	99.457
WP_249533827.1	WP_258962584	97.283
WP_255128775.1	WP_258962584	95.109
WP_258962584	WP_409024342.1	98.113
WP_248841089.1	WP_258962584	98.63
WP_258962584	WP_353395127.1	98.63
WP_251849807.1	WP_258962584	95.082
WP_057190336.1	WP_180814337	98.485
WP_057190336.1	WP_228299879	96.97
WP_165768430.1	WP_284317496	98.936
