psi_protein,neighbour_protein,percent_identity,genome_id,neighbour_domains,psi_domains
WP_231108856.1,WP_157898034.1,26.667,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_200625904.1,WP_244212823.1,39.796,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_200625904.1,WP_157898034.1,31.944,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_126214756.1,WP_128320334.1,35.065,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_369641569.1,WP_206079065.1,24.268,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_369641569.1,WP_219042728.1,21.94,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_369641569.1,WP_101283316.1,24.08,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_224794383.1,WP_219042728.1,39.581,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_224794383.1,WP_206079065.1,36.714,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_181293005.1,WP_000884830.1,30.0,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_289467246.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_202185043.1,WP_219042728.1,35.314,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_301342789.1,WP_219042728.1,30.33,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; IMP_dehydrog; IMP_dehydrog
WP_301342789.1,WP_206079065.1,27.189,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; IMP_dehydrog; IMP_dehydrog
WP_037531181.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_111724071.1,WP_000663275.1,32.857,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; HGPRTase
WP_341578649.1,WP_157898034.1,32.979,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_371391223.1,WP_060382056.1,26.036,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_374810047.1,WP_157898034.1,25.346,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_157740552.1,WP_039541967.1,31.126,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_236364645.1,WP_000884830.1,28.814,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_184501957.1,WP_157898034.1,22.927,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_161459277.1,WP_157898034.1,32.609,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_012723176.1,WP_025217672.1,30.508,NZ_CP006943.1,PRTase-CE,PRTase-CE
WP_012723176.1,WP_128320334.1,36.986,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_313608830.1,WP_046681974.1,37.656,NZ_LBCO01000004.1,ORC-CDC6-like; ORC-CDC6-like; AAA_22; AAA_22; nSTAND3,PRTase-CE
WP_313608830.1,WP_175981918.1,36.42,NZ_CADFEL010000065.1,ORC-CDC6-like; ORC-CDC6-like; AAA_22; nSTAND3,PRTase-CE
WP_313608830.1,WP_157649294.1,37.838,NZ_LPHS01000073.1,ORC-CDC6-like; AAA_22; AAA_22; nSTAND3,PRTase-CE
WP_313608830.1,WP_063892321.1,36.667,NZ_LOZM01000076.1,ORC-CDC6-like; ORC-CDC6-like; AAA_22; AAA_22; AAA_16; nSTAND3,PRTase-CE
WP_214250357.1,WP_000884830.1,27.273,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_162427871.1,WP_039541967.1,32.026,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_014132760.1,WP_128320334.1,37.179,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_359272530.1,WP_128320334.1,36.232,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_010872451.1,WP_219042728.1,30.53,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_010872451.1,WP_206079065.1,28.837,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_075947011.1,WP_206079065.1,30.215,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_075947011.1,WP_219042728.1,27.865,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_059349516.1,WP_157898034.1,35.955,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_072024654.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_352236398.1,WP_194473083.1,35.632,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_352236398.1,WP_128320334.1,35.802,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_170050536.1,WP_000884830.1,29.091,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_234565741.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_210406524.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_164455102.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_154235288.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_162569311.1,WP_000884830.1,37.168,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_404946474.1,WP_194473083.1,33.766,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_080218257.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_352487423.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_110176997.1,WP_157898034.1,32.787,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_409438298.1,WP_157898034.1,31.522,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_225575351.1,WP_157898034.1,24.528,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_272835194.1,WP_157898034.1,40.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_272835194.1,WP_128320334.1,31.148,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_369517133.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_066114197.1,WP_219042728.1,35.314,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_305803119.1,WP_157898034.1,36.986,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_368984445.1,WP_157898034.1,25.556,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_368984445.1,WP_128320334.1,35.385,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_160430035.1,WP_219042728.1,25.671,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_160430035.1,WP_206079065.1,26.722,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_203730516.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_257624439.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_273473186.1,WP_244212823.1,34.737,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_273473186.1,WP_157898034.1,34.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_171942041.1,WP_000663275.1,36.842,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_068647105.1,WP_060382056.1,27.059,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_124613844.1,WP_157898034.1,36.923,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_244212824.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_175653965.1,WP_157898034.1,29.412,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_175653965.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_354328231.1,WP_000884830.1,25.234,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_125369501.1,WP_128320334.1,31.034,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_125369501.1,WP_157898034.1,21.622,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_129393033.1,WP_060382056.1,26.923,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_126074793.1,WP_000884830.1,36.667,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_368990290.1,WP_128320334.1,33.803,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_129158954.1,WP_128320334.1,35.366,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_250481218.1,WP_000884830.1,34.234,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_128677683.1,WP_128320334.1,38.095,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_128677683.1,WP_244212823.1,32.407,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_271643759.1,WP_157898034.1,36.145,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_367900338.1,WP_157898034.1,26.257,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_293154361.1,WP_219042728.1,29.257,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_293154361.1,WP_206079065.1,31.163,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_200678728.1,WP_244212823.1,30.392,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_200678728.1,WP_157898034.1,34.409,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_150671085.1,WP_039541967.1,23.026,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_238762062.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_253211314.1,WP_000663275.1,33.858,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_382953095.1,WP_194473083.1,35.714,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_272754684.1,WP_157898034.1,38.356,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_170059458.1,WP_060382056.1,27.794,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE; PRK05205.1-2; PRK05205.1-4
WP_227836703.1,WP_128320334.1,32.468,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_377400794.1,WP_039541967.1,32.215,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_222024938.1,WP_157898034.1,36.207,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_408099648.1,WP_157898034.1,30.978,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_230768009.1,WP_128320334.1,39.706,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_352112131.1,WP_128320334.1,35.802,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_352112131.1,WP_194473083.1,33.333,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_098714299.1,WP_157898034.1,36.471,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_098714299.1,WP_025217672.1,36.207,NZ_CP006943.1,PRTase-CE,PRTase-CE
WP_010942013.1,WP_157898034.1,32.955,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_162550910.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_061377474.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_221033854.1,WP_206079065.1,30.631,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_221033854.1,WP_219042728.1,34.783,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_409311962.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_370203483.1,WP_025217672.1,31.25,NZ_CP006943.1,PRTase-CE,PRTase-CE
WP_253560589.1,WP_157898034.1,20.67,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_157220414.1,WP_157898034.1,23.204,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_305802841.1,WP_157898034.1,38.356,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_305802841.1,WP_128320334.1,30.337,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_122754747.1,WP_157898034.1,30.233,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_355510212.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_331831591.1,WP_157898034.1,29.609,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_311789662.1,WP_157898034.1,36.232,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_217244306.1,WP_157898034.1,36.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_143945884.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_323508355.1,WP_206079065.1,25.532,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_323508355.1,WP_219042728.1,25.361,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_074845383.1,WP_157898034.1,29.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_074845383.1,WP_128320334.1,38.806,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_139194219.1,WP_039541967.1,29.286,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_155771148.1,WP_157898034.1,22.981,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_155771148.1,WP_194473083.1,30.337,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_155771148.1,WP_128320334.1,30.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_256572594.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_151789254.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_151789254.1,WP_025217672.1,32.759,NZ_CP006943.1,PRTase-CE,PRTase-CE
WP_049081714.1,WP_060382056.1,21.333,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_024692636.1,WP_157898034.1,30.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_024692636.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_159051782.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_290868723.1,WP_000884830.1,26.852,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_407589676.1,WP_128320334.1,38.095,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_407589676.1,WP_244212823.1,32.407,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_122390079.1,WP_157898034.1,27.857,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_122390079.1,WP_128320334.1,37.931,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_223327080.1,WP_000663275.1,35.338,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; ResIII
WP_077410550.1,WP_157898034.1,26.064,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE; Pribosyltran
WP_156474115.1,WP_157898034.1,24.528,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_093099636.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_093099636.1,WP_194473083.1,31.068,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_254692851.1,WP_157898034.1,38.636,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_292855874.1,WP_157898034.1,26.351,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_292855874.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_292855874.1,WP_194473083.1,38.158,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_240962255.1,WP_157898034.1,24.155,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_049637370.1,WP_039541967.1,29.31,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_042523178.1,WP_157898034.1,35.821,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_339085417.1,WP_157898034.1,25.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_339085417.1,WP_194473083.1,34.286,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_259148251.1,WP_157898034.1,38.235,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_298995960.1,WP_128320334.1,37.097,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_164302587.1,WP_128320334.1,35.897,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_308337302.1,WP_157898034.1,25.658,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_253942745.1,WP_157898034.1,24.211,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_366211947.1,WP_157898034.1,25.5,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_139187887.1,WP_000884830.1,32.353,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_274560677.1,WP_194473083.1,35.632,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_158219001.1,WP_219042728.1,25.839,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_158219001.1,WP_206079065.1,26.931,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_136541392.1,WP_039541967.1,32.812,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_394183635.1,WP_157898034.1,32.432,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_081490904.1,WP_157898034.1,24.848,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_222064195.1,WP_157898034.1,22.927,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_113871774.1,WP_206079065.1,28.483,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_113871774.1,WP_219042728.1,28.034,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_080346909.1,WP_219042728.1,37.386,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_080346909.1,WP_206079065.1,34.341,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_302869769.1,WP_157898034.1,28.866,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_395537547.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_254509557.1,WP_039541967.1,27.82,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_348863488.1,WP_157898034.1,37.363,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_343107373.1,WP_194473083.1,35.577,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_343107373.1,WP_157898034.1,24.59,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_019029146.1,WP_128320334.1,34.328,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_108454225.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_155860358.1,WP_157898034.1,29.752,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_390117571.1,WP_194473083.1,31.373,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_390117571.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_290523548.1,WP_157898034.1,34.831,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_354115442.1,WP_219042728.1,27.798,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_354115442.1,WP_206079065.1,25.181,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_354115442.1,WP_101283316.1,23.6,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_299126279.1,WP_219042728.1,38.631,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK00934.1; PRK05205.1-4; ribP_PPkin; comF
WP_299126279.1,WP_206079065.1,36.566,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran; PRK00934.1; PRK05205.1-4; ribP_PPkin; comF
WP_188637767.1,WP_039541967.1,27.097,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_007666376.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_317178478.1,WP_244212823.1,36.082,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_317178478.1,WP_157898034.1,38.571,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_321361953.1,WP_157898034.1,22.283,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_336083728.1,WP_157898034.1,25.373,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_233933060.1,WP_157898034.1,40.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_126859667.1,WP_157898034.1,38.462,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_183010644.1,WP_219042728.1,36.8,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_183010644.1,WP_206079065.1,34.424,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_306384346.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_062652960.1,WP_219042728.1,27.421,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_062652960.1,WP_206079065.1,27.006,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_152001946.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_248199598.1,WP_219042728.1,38.525,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK06031.1
WP_248199598.1,WP_206079065.1,35.756,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran; PRK06031.1
WP_091407208.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_324750992.1,WP_219042728.1,33.867,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_121373430.1,WP_128320334.1,38.095,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_121373430.1,WP_244212823.1,31.068,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_130570262.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_380569766.1,WP_000663275.1,35.789,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; PRTase_2; Pribosyltran; nSTAND3; effector_HPE1
WP_386962221.1,WP_219042728.1,37.199,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_309788521.1,WP_000884830.1,32.432,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_208217649.1,WP_128320334.1,38.095,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_208217649.1,WP_244212823.1,31.068,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_167860868.1,WP_219042728.1,35.891,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_123906977.1,WP_157898034.1,39.394,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE; Pribosyltran; PRTase_2
WP_318329135.1,WP_219042728.1,36.029,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK02304.1-5; upp; comF; PRK00934.1
